-0.8,-2.16,-0.84,0.3298484500494129,-0.17531249999999984,-0.9918749999999996,-0.11687500000000006,1.043107003695145,0.033028027343749995,0.12303398437499996,0.028337109374999954,0.14544027884213648,0.1409619140625,0.2599999999999999,0.15519531249999988,0.28976562105484266,0.0546875,0.0,0.046875,0.0,0.0,0.03125,0.1953125,0.6875,0.0859375,0.0,0.0,0.0,0.0,0.3046875,0.3359375,0.203125,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625,0.1171875,0.6328125,0.1875,0.0234375,0.0,0.0,0.0,0.0,0.0546875,0.0546875,0.109375,0.25,0.1953125,0.203125,0.0546875,0.03125,0.046875,u001
-0.84,-2.16,-0.8,0.20784609690826528,-0.19000000000000006,-0.9953125000000003,-0.046875,1.0711924527133838,0.05492499999999999,0.23206552734374994,0.005732226562499984,0.26353422924988473,0.17937500000000003,0.42163574218750005,0.22219726562499983,0.45171996440001305,0.0859375,0.0,0.0703125,0.0,0.0,0.0703125,0.15625,0.5859375,0.1875,0.0,0.0,0.0,0.0,0.4140625,0.1328125,0.1875,0.1953125,0.0703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.1171875,0.4921875,0.234375,0.046875,0.0625,0.0,0.0,0.0,0.1171875,0.125,0.1328125,0.09375,0.09375,0.1171875,0.1171875,0.140625,0.0625,u001
-2.0,-2.24,-0.84,0.16492422502470644,-0.16218749999999985,-0.856875,-0.056875000000000016,0.9205965824073136,0.11093271484375015,0.3098902343749999,0.01440273437499999,0.3993144324599751,0.20067871093749973,0.48263671874999986,0.15951171875000014,0.5338472882217032,0.09375,0.0,0.1328125,0.0234375,0.015625,0.0,0.1484375,0.6484375,0.1640625,0.0,0.0,0.0,0.0,0.3203125,0.078125,0.140625,0.2890625,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625,0.09375,0.5390625,0.296875,0.015625,0.0,0.015625,0.0,0.03125,0.2421875,0.1484375,0.1171875,0.09375,0.0390625,0.0859375,0.0625,0.0703125,0.109375,u001
-1.08,-2.04,-0.96,0.1833030277982336,-0.15749999999999986,-1.0356250000000005,-0.1509375,1.1147090908515922,0.06644374999999994,0.25123085937499995,0.050735351562499975,0.3038111427728176,0.19003906250000002,0.43943359374999985,0.23818847656250006,0.4876259472822331,0.1015625,0.0,0.09375,0.0,0.0234375,0.0390625,0.171875,0.609375,0.15625,0.0,0.0,0.0,0.0,0.46875,0.140625,0.09375,0.2578125,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.0859375,0.1328125,0.5234375,0.1640625,0.0546875,0.015625,0.0,0.0,0.0078125,0.09375,0.171875,0.1015625,0.03125,0.109375,0.078125,0.1640625,0.1875,0.0546875,u001
-1.24,-1.84,-0.96,0.30724582991474436,-0.15749999999999995,-0.994375,-0.12593749999999995,1.07579842248817,0.08254375000000007,0.18596835937500023,0.023708398437500045,0.24099525417196477,0.20882812499999992,0.39070312500000015,0.2041357421875,0.43859490688797287,0.09375,0.0,0.1171875,0.015625,0.015625,0.0390625,0.15625,0.515625,0.25,0.0078125,0.0,0.0,0.0,0.4609375,0.1328125,0.1015625,0.28125,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.0703125,0.078125,0.640625,0.1328125,0.0234375,0.015625,0.015625,0.0,0.0,0.0859375,0.1875,0.0859375,0.0625,0.078125,0.1796875,0.171875,0.109375,0.0390625,u001
-0.88,-1.76,-0.96,0.17888543819998318,-0.11812499999999997,-0.8656249999999996,-0.1434374999999998,0.9372290052242236,0.055671484375000045,0.23681835937500006,0.03414941406250012,0.2874392917664114,0.16800781249999985,0.44767578125000007,0.19783203124999987,0.49089144475386415,0.109375,0.0,0.09375,0.0,0.0,0.046875,0.125,0.578125,0.2265625,0.0234375,0.0,0.0,0.0,0.375,0.109375,0.09375,0.2890625,0.1328125,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0625,0.09375,0.6484375,0.1015625,0.0390625,0.0234375,0.0,0.0,0.0234375,0.1328125,0.2578125,0.078125,0.046875,0.0625,0.1328125,0.125,0.109375,0.03125,u001
-0.68,-2.32,-1.2,0.1833030277982336,-0.11875,-1.0584375000000001,-0.18687499999999987,1.1265315382850731,0.0347484375,0.3090725585937499,0.08919199218750017,0.3671641932490674,0.14554687499999996,0.48598632812500003,0.25299804687500005,0.5311468550757404,0.1015625,0.0,0.078125,0.0,0.0,0.03125,0.1171875,0.609375,0.2421875,0.0,0.0,0.0,0.0,0.484375,0.109375,0.125,0.21875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0546875,0.0703125,0.109375,0.578125,0.140625,0.0234375,0.015625,0.0,0.0,0.0078125,0.09375,0.171875,0.09375,0.1015625,0.03125,0.0703125,0.2421875,0.046875,0.140625,u001
-0.96,-2.32,-0.96,0.24657656011875903,-0.11687499999999994,-0.9690624999999997,-0.06750000000000005,1.0268099530599728,0.04351523437500003,0.25028037109374995,0.040375781249999944,0.28822382029697563,0.15172851562499998,0.4351123046875,0.216953125,0.4689288240809655,0.109375,0.0,0.109375,0.0,0.015625,0.015625,0.09375,0.625,0.25,0.0,0.0,0.0,0.0,0.3984375,0.1171875,0.203125,0.1953125,0.0859375,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.046875,0.1015625,0.5,0.2421875,0.078125,0.015625,0.0,0.0,0.0,0.1328125,0.1328125,0.171875,0.078125,0.078125,0.1171875,0.09375,0.1328125,0.0625,u001
-0.64,-2.24,-0.92,0.21908902300206645,-0.036249999999999984,-0.9931250000000003,-0.16406249999999997,1.0449623980663776,0.0387859375,0.14967773437500004,0.03527792968750002,0.16694108662736432,0.15453124999999995,0.29830078125000004,0.16793945312500014,0.31820816143458686,0.0625,0.0,0.046875,0.0,0.0,0.0078125,0.109375,0.4375,0.4453125,0.0,0.0,0.0,0.0,0.296875,0.265625,0.2890625,0.109375,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.03125,0.140625,0.6484375,0.125,0.0390625,0.0,0.0,0.0,0.0,0.0625,0.0703125,0.0546875,0.375,0.1171875,0.109375,0.1328125,0.03125,0.046875,u001
-1.04,-2.2,-0.96,0.2039607805437114,-0.09093749999999999,-0.9621874999999993,-0.08468750000000007,1.0174813110423422,0.044842871093750035,0.30555771484374994,0.05313974609374994,0.339419281679556,0.1329345703125001,0.5016650390624999,0.19604492187499994,0.5289908466136766,0.078125,0.0,0.1171875,0.0,0.015625,0.015625,0.0625,0.65625,0.25,0.0,0.0,0.0,0.0,0.421875,0.078125,0.1015625,0.34375,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0546875,0.078125,0.53125,0.265625,0.0390625,0.015625,0.0,0.0,0.0,0.1640625,0.1953125,0.09375,0.0703125,0.0546875,0.078125,0.1171875,0.1484375,0.078125,u001
